teacher_code,nom,prenom,sexe,date_naissance,telephone,email,specialite,grade,date_embauche,statut
TEACH-02954,Godard,Élise,M,1991-04-30,+33 (0)6 33 79 99 24,helene93@example.net,Cloud,Vacataire,2008-10-05,Permanent
TEACH-02955,Jacob,Gérard,M,1999-07-26,0366546668,ocohen@example.com,Python,Vacataire,2014-08-21,Vacataire
TEACH-02956,Girard,Marthe,M,2000-05-26,0188548382,odette88@example.net,Cloud,Assistant,2008-03-29,Permanent
TEACH-02957,Lambert,Antoinette,M,1964-08-15,+33 1 83 14 38 67,sylvie44@example.com,IA,Vacataire,2009-10-13,Permanent
TEACH-02958,Dupuy,Richard,M,1965-05-28,02 28 09 35 11,agnes31@example.com,Cloud,Vacataire,2021-11-14,Permanent
TEACH-02959,Couturier,Suzanne,F,1963-10-03,0686164299,lorrainedufour@example.net,Intelligence Artificielle,Maître Assistant,2021-06-09,Permanent
TEACH-02960,Bonneau,Thérèse,F,1977-10-27,+33 (0)5 32 68 55 36,kguyon@example.org,Intelligence Artificielle,Assistant,2006-10-16,Vacataire
TEACH-02961,Pereira,Véronique,M,1989-07-30,771234567,,IA,Professeur Senior,2022-12-10,Vacataire
TEACH-02962,Guillon,Laetitia,M,1974-08-03,+33 4 26 38 88 82,vincentcharrier@example.net,Base de données,Assistant,2023-06-05,Permanent
TEACH-02963,Courtois,Guy,M,1993-07-08,77-123-45-67,,Data Science,Professeur,2020-08-03,Permanent
TEACH-02964,Guillon,Océane,F,1971-12-13,02 49 36 00 85,carlieraurelie@example.com,Python,Maître Assistant,2016-12-17,Permanent
TEACH-02965,Collin,Roger,F,1961-09-09,77-123-45-67,,IA,Professeur Senior,2019-04-03,Permanent
TEACH-02966,Mace,Augustin,M,1993-04-01,05 53 59 34 47,emonnier@example.org,Cybersécurité,Vacataire,2015-06-12,Permanent
TEACH-02967,Klein,Pénélope,M,1983-07-23,0443290869,paulineraynaud@example.org,Intelligence Artificielle,Vacataire,2022-06-23,Permanent
TEACH-02968,Marchal,Sabine,M,1964-05-27,03 29 99 29 50,charles90@example.org,IA,Maître Assistant,2015-12-06,Vacataire
TEACH-02969,De Sousa,Lorraine,F,1973-03-28,06 23 18 12 29,pguillet@example.com,Data Science,Vacataire,2012-06-23,Vacataire
TEACH-02970,Laporte,Océane,F,1997-09-20,+33 (0)3 58 33 44 90,corinne42@example.com,IA,Assistant,2024-02-25,Permanent
TEACH-02971,Regnier,David,M,1973-03-26,0475361734,renee94@example.net,Data Science,Assistant,2024-03-07,Permanent
TEACH-02972,Guérin,Philippine,F,1976-08-27,0221094377,dumasmichelle@example.net,Python,Professeur,2007-07-23,Permanent
TEACH-02973,Vasseur,Julie,F,1970-07-17,+33 5 32 50 83 47,celina71@example.com,Cybersécurité,Maître Assistant,2023-05-29,Vacataire
TEACH-02974,Chartier,Thierry,M,1998-12-18,+33 1 46 66 98 49,luce40@example.net,Intelligence Artificielle,Vacataire,2017-10-19,Vacataire
TEACH-02975,Benard,Aimé,F,1985-12-18,04 44 67 63 18,buissonsimone@example.org,Cybersécurité,Professeur,2021-02-08,Vacataire
TEACH-02976,Fabre,Christophe,F,1981-01-22,+33 (0)7 93 08 16 22,juliendenise@example.org,Python,Maître Assistant,2015-10-26,Vacataire
TEACH-02977,Lecomte,Alphonse,M,1980-04-24,0325016037,etiennemarcelle@example.net,Cybersécurité,Maître Assistant,2009-10-11,Vacataire
TEACH-02978,Gomez,Anne,F,1971-04-07,+33 3 64 61 27 28,jeanne85@example.org,IA,Vacataire,2025-02-25,Permanent
TEACH-02979,Munoz,René,M,1992-07-22,+33 (0)4 80 84 27 63,pierrelorraine@example.net,IA,Assistant,2013-02-17,Vacataire
TEACH-02980,Perrin,Luce,M,1985-09-15,02 55 37 83 36,ebarbe@example.net,Cybersécurité,Professeur,2022-09-17,Vacataire
TEACH-02981,Arnaud,Jules,F,1972-09-15,+33 (0)3 62 82 99 58,thomasalexandre@example.net,Data Science,Professeur,2006-09-30,Permanent
TEACH-02982,Labbé,Émilie,M,1968-05-13,+33 2 55 02 43 84,hernandezemmanuelle@example.org,Cybersécurité,Maître Assistant,2017-06-07,Vacataire
TEACH-02983,Chauveau,Hélène,F,1989-01-28,+33 1 74 49 49 14,luce89@example.com,IA,Assistant,2022-02-09,Vacataire
TEACH-02984,Allain,Guillaume,F,1991-06-22,02 29 20 34 71,maryseguyon@example.net,Base de données,Maître Assistant,2021-06-01,Permanent
TEACH-02985,Chartier,Adrienne,M,1984-07-18,+33 (0)6 35 41 75 73,kleinaugustin@example.org,Intelligence Artificielle,Professeur,2016-12-31,Vacataire
TEACH-02986,Klein,Stéphane,M,1970-07-07,+33 1 70 79 27 88,claudine87@example.com,IA,Maître Assistant,2022-07-25,Vacataire
TEACH-02987,Lenoir,Margaud,F,1973-03-19,03 65 17 46 97,gabrielmartins@example.com,Data Science,Vacataire,2019-06-11,Permanent
TEACH-02988,Bourgeois,Olivier,F,1994-04-04,+33 5 62 18 64 64,nicole44@example.org,Cybersécurité,Assistant,2011-08-20,Permanent
TEACH-02989,Ruiz,Simone,F,1993-09-07,77-123-45-67,,Data Science,Assistant,2018-03-01,Permanent
TEACH-02990,Bernier,Alfred,F,1995-08-04,0228400223,guillaumeallard@example.org,Base de données,Vacataire,2010-08-04,Permanent
TEACH-02991,Petit,Martine,M,1981-02-24,04 27 06 94 20,pverdier@example.net,Cloud,Vacataire,2011-08-17,Vacataire
TEACH-02992,Clément,Valentine,M,1961-01-11,05 47 61 38 82,tristan04@example.net,Data Science,Assistant,2017-04-21,Permanent
TEACH-02993,Allain,Maurice,M,1998-02-07,03 72 68 44 10,madeleinemarchand@example.net,Base de données,Vacataire,2010-12-23,Permanent
TEACH-02994,Bertin,Laure,M,1965-10-04,03 76 46 57 07,tjoly@example.net,Intelligence Artificielle,Vacataire,2022-10-15,Vacataire
TEACH-02995,Benoit,Franck,F,1965-03-31,0449271336,christellebesnard@example.org,Cloud,Vacataire,2013-12-02,Vacataire
TEACH-02996,Petitjean,Cécile,F,1960-11-04,771234567,,IA,Professeur,2013-12-24,Vacataire
TEACH-02997,Duhamel,Emmanuelle,M,1991-11-26,+33 1 76 57 66 51,stephanejoseph@example.net,Base de données,Assistant,2007-02-01,Vacataire
TEACH-02998,Gauthier,Joseph,M,1982-07-19,77-123-45-67,,Intelligence Artificielle,Maître Assistant,2018-08-03,Vacataire
TEACH-02999,Payet,Margot,M,1972-12-02,0269513837,inesmallet@example.com,Intelligence Artificielle,Professeur,2017-10-23,Permanent
TEACH-03000,Guyot,Hortense,F,1983-09-04,+33 4 20 85 24 73,ycohen@example.org,Cybersécurité,Vacataire,2008-08-17,Vacataire
TEACH-03001,Dijoux,Éléonore,M,1991-04-23,+33 3 28 95 01 33,philippe71@example.org,Python,Assistant,2008-12-08,Permanent
TEACH-03002,Hoareau,Henriette,F,1960-08-05,+33 (0)2 18 05 09 93,andrejoly@example.org,Cloud,Vacataire,2015-07-17,Vacataire
TEACH-03003,Toussaint,Henri,F,1988-09-21,+33 (0)5 57 66 99 75,andrebonneau@example.org,Intelligence Artificielle,Maître Assistant,2012-08-04,Permanent
TEACH-03004,Pichon,Honoré,F,1983-11-10,03 59 95 33 07,loiseauadele@example.net,Intelligence Artificielle,Maître Assistant,2013-11-22,Permanent
TEACH-03005,Breton,Guy,M,1972-11-24,0376601305,ameliebrun@example.org,Cybersécurité,Maître Assistant,2024-08-09,Permanent
TEACH-03006,Dupré,Philippe,M,1976-06-01,03 72 21 65 21,ebonneau@example.net,Intelligence Artificielle,Maître Assistant,2010-10-29,Permanent
TEACH-03007,Meunier,Camille,M,1964-02-28,05 32 52 20 49,christiane22@example.org,Base de données,Assistant,2008-11-03,Vacataire
TEACH-03008,Sanchez,Christiane,F,1974-08-19,06 30 60 95 44,charlesmonnier@example.net,Data Science,Vacataire,2010-05-20,Permanent
TEACH-03009,Gay,Alix,M,1979-08-03,+33 (0)1 41 07 67 37,reycharlotte@example.com,Intelligence Artificielle,Professeur,2011-02-14,Vacataire
TEACH-03010,Guibert,Alfred,F,1999-05-22,+33 (0)3 70 08 70 78,alexandrebarbe@example.com,IA,Assistant,2010-09-09,Vacataire
TEACH-03011,Lucas,Alain,F,1981-07-28,+33 4 57 24 59 97,valeriebazin@example.com,IA,Maître Assistant,2009-09-10,Permanent
TEACH-03012,Couturier,Jeannine,M,1985-06-20,+33 (0)1 69 86 43 13,daniellemathieu@example.com,Cloud,Assistant,2023-07-05,Vacataire
TEACH-03013,Delmas,Gérard,M,1973-11-12,06 33 42 92 60,dcarlier@example.net,Cloud,Vacataire,2015-01-10,Permanent
TEACH-03014,Riou,Sylvie,M,1979-10-07,0559902534,suzanneguillet@example.org,Intelligence Artificielle,Vacataire,2008-09-03,Permanent
TEACH-03015,Lamy,Margaud,M,1998-10-06,0175177405,arthurgauthier@example.net,Data Science,Assistant,2007-02-21,Permanent
TEACH-03016,Schmitt,Diane,M,1995-07-03,04 84 89 81 15,margotgirard@example.org,Intelligence Artificielle,Assistant,2020-12-03,Vacataire
TEACH-03017,Hoareau,Sylvie,M,1981-04-29,+33 4 67 67 35 70,afontaine@example.org,Base de données,Maître Assistant,2018-07-12,Permanent
TEACH-03018,Teixeira,Pénélope,M,1978-07-29,+33 (0)3 61 54 78 14,jacqueline93@example.net,Data Science,Professeur,2025-07-12,Vacataire
TEACH-03019,Mace,Isaac,F,1976-05-20,0244111462,antoinettelaurent@example.org,Cloud,Vacataire,2020-10-19,Vacataire
TEACH-03020,Delaunay,Margot,M,1983-11-10,0434911766,robertdurand@example.net,Cloud,Professeur,2010-04-28,Vacataire
TEACH-03021,Bonneau,Anastasie,F,1963-06-05,+33 1 73 03 02 58,remy19@example.com,IA,Maître Assistant,2007-01-10,Vacataire
TEACH-03022,Blondel,Louise,F,1969-06-13,0471338516,wgrondin@example.net,Python,Vacataire,2010-05-22,Permanent
TEACH-03023,Rivière,Aurélie,F,1978-02-05,0444008518,bertrandda-silva@example.net,Cybersécurité,Professeur,2022-04-16,Permanent
TEACH-03024,Colas,Lucas,F,1975-02-15,+33 (0)1 40 70 95 35,nathaliepichon@example.com,Intelligence Artificielle,Assistant,2012-08-29,Vacataire
TEACH-03025,Bruneau,Thierry,F,1968-03-02,02 14 39 57 93,thibaut06@example.org,Cybersécurité,Professeur,2019-04-20,Permanent
TEACH-03026,Jacques,Susan,M,1964-03-02,+33 4 72 54 58 54,reneeblanchet@example.net,IA,Professeur,2022-12-07,Permanent
TEACH-03027,Maury,Jeannine,M,1973-01-02,+33 (0)2 52 02 73 60,sylvie39@example.com,Cybersécurité,Professeur,2008-12-18,Permanent
TEACH-03028,Legendre,Frédérique,F,1967-02-23,04 79 89 60 99,camille03@example.com,Cybersécurité,Professeur,2016-07-16,Vacataire
TEACH-03029,Pires,Charlotte,F,1977-10-14,+33 3 57 79 95 85,danielvalentin@example.net,Python,Maître Assistant,2008-04-04,Vacataire
TEACH-03030,Barre,Martine,M,1971-03-02,+33 1 64 80 80 10,aurelielopes@example.org,Cybersécurité,Vacataire,2012-06-12,Permanent
TEACH-03031,Legros,Isaac,F,1991-07-01,+33 (0)1 47 16 33 26,ypayet@example.com,IA,Assistant,2020-06-08,Permanent
TEACH-03032,Laine,Léon,M,1961-01-19,+33 3 29 73 63 48,albertdominique@example.org,IA,Professeur,2016-08-18,Vacataire
TEACH-03033,Labbé,Richard,M,1993-11-01,+33 4 84 93 53 32,antoinettetecher@example.com,Cybersécurité,Assistant,2024-11-10,Vacataire
TEACH-03034,Tessier,Dominique,F,1970-04-17,05 62 25 72 14,vperrier@example.net,Intelligence Artificielle,Maître Assistant,2015-07-12,Vacataire
TEACH-03035,Brunel,Luc,F,1992-09-08,+33 6 34 80 01 44,virginiedelannoy@example.com,IA,Assistant,2020-02-25,Permanent
TEACH-03036,Blanchard,Matthieu,F,1999-10-18,+33 2 58 14 45 07,bpires@example.org,IA,Vacataire,2011-05-03,Vacataire
TEACH-03037,Bertin,Robert,M,1964-06-24,+33 (0)3 80 64 71 94,mblanchard@example.org,IA,Assistant,2015-06-19,Vacataire
TEACH-03038,Schmitt,Claire,F,1983-12-29,04 83 51 67 54,audreycousin@example.com,Python,Assistant,2007-12-17,Vacataire
TEACH-03039,Masson,Maggie,M,1999-10-11,+221771234567,,Data Science,Maître Assistant,2024-04-21,Vacataire
TEACH-03040,Marchal,Marcelle,M,1983-12-18,+33 (0)3 84 08 02 10,girardmaryse@example.net,IA,Assistant,2011-12-13,Vacataire
TEACH-03041,Ramos,Marine,F,2001-02-08,0251934544,pruvostchristine@example.com,Intelligence Artificielle,Maître Assistant,2012-03-19,Permanent
TEACH-03042,Morin,Martine,M,1967-06-24,05 24 93 40 80,cecilelefebvre@example.net,IA,Vacataire,2017-08-12,Vacataire
TEACH-03043,Schmitt,Odette,F,1972-05-21,+33 2 72 06 93 65,gerardmonnier@example.com,Cloud,Professeur,2015-03-04,Permanent
TEACH-03044,Leconte,Chantal,M,1961-01-02,+33 1 48 79 69 54,normandstephanie@example.org,Python,Professeur,2019-12-15,Permanent
TEACH-03045,Boulay,Sophie,M,1960-09-29,+33 3 75 82 84 04,marie08@example.net,Intelligence Artificielle,Assistant,2022-09-04,Vacataire
TEACH-03046,David,Emmanuel,F,2001-01-20,+33 4 83 18 92 01,olliviersabine@example.net,IA,Maître Assistant,2013-05-11,Vacataire
TEACH-03047,Bonneau,Cécile,F,1985-11-01,01 58 34 63 68,honore35@example.com,IA,Professeur,2019-12-23,Vacataire
TEACH-03048,Delorme,Inès,M,1995-09-26,77-123-45-67,,IA,Assistant?,2014-10-11,Permanent
TEACH-03049,Fischer,Jean,M,1982-06-30,77-123-45-67,,Intelligence Artificielle,Assistant?,2007-10-30,Permanent
TEACH-03050,Evrard,Adèle,M,1980-10-02,+33 4 73 52 66 85,stephaniesalmon@example.com,Base de données,Maître Assistant,2020-05-16,Vacataire
TEACH-03051,Martins,René,F,1986-02-10,+33 (0)5 63 62 75 62,rousselmadeleine@example.net,Base de données,Maître Assistant,2008-10-16,Vacataire
TEACH-03052,Vallet,Michèle,F,1984-04-09,+33 3 55 98 45 18,zmarchand@example.com,IA,Vacataire,2014-02-23,Permanent
TEACH-03053,Delorme,Margot,M,1971-01-04,+33 (0)1 53 76 72 33,virginie81@example.com,Cloud,Vacataire,2019-07-12,Vacataire
TEACH-03054,Marion,Guy,F,1969-06-08,+33 4 83 76 94 64,antoinette38@example.org,Intelligence Artificielle,Maître Assistant,2022-07-31,Permanent
TEACH-03055,Lefèvre,Timothée,M,1990-08-09,0490872929,eraymond@example.org,Cloud,Vacataire,2018-06-29,Vacataire
TEACH-03056,Devaux,Margaux,F,1998-09-24,+33 2 44 38 21 71,deschampsbernadette@example.net,Cloud,Assistant,2006-10-14,Vacataire
TEACH-03057,Faivre,Virginie,F,1989-01-14,+33 (0)3 27 02 01 01,aurelie01@example.org,IA,Assistant,2018-05-25,Vacataire
TEACH-03058,Pasquier,Étienne,M,1989-10-21,07 46 42 25 86,nicole39@example.com,Data Science,Vacataire,2024-09-03,Vacataire
TEACH-03059,Fernandes,Louise,F,1963-01-27,04 11 66 87 74,adele50@example.com,Intelligence Artificielle,Assistant,2019-06-01,Vacataire
TEACH-03060,Pelletier,Aurore,F,1992-10-29,+33 (0)3 45 32 00 61,dcharpentier@example.net,IA,Vacataire,2015-02-26,Permanent
TEACH-03061,Arnaud,Jeannine,F,1988-06-28,0329132667,elise13@example.net,Cybersécurité,Maître Assistant,2007-04-29,Vacataire
TEACH-03062,Lenoir,Geneviève,F,1995-05-12,05 62 85 93 70,emiliebriand@example.net,Data Science,Maître Assistant,2010-01-15,Vacataire
TEACH-03063,Gilbert,Camille,M,1981-02-25,+33 (0)3 20 73 59 36,adriennethomas@example.net,Cloud,Professeur,2025-04-10,Vacataire
TEACH-03064,Lemaire,Suzanne,F,1964-03-13,02 55 22 87 95,margueritelegrand@example.org,Base de données,Professeur,2012-03-31,Permanent
TEACH-03065,Lebon,Martine,M,1994-07-12,02 41 84 02 62,odettejean@example.com,Cloud,Vacataire,2015-01-01,Vacataire
TEACH-03066,Payet,Henriette,F,1990-12-05,+33 3 69 48 22 84,louiseperrier@example.com,Intelligence Artificielle,Maître Assistant,2007-01-06,Vacataire
TEACH-03067,Masson,Aimée,F,1978-07-09,+33 3 26 42 74 55,blanchardhonore@example.com,Data Science,Assistant,2009-01-21,Permanent
TEACH-03068,Guyon,Émilie,M,1993-02-26,+33 5 55 64 81 36,mgonzalez@example.org,IA,Assistant,2013-02-16,Vacataire
TEACH-03069,Chevallier,Nath,F,1964-01-30,+221771234567,,Intelligence Artificielle,Vacataire,2025-04-17,Permanent
TEACH-03070,Louis,Patrick,F,1973-12-31,+33 (0)3 52 09 88 61,sabine29@example.org,Intelligence Artificielle,Maître Assistant,2014-12-24,Vacataire
TEACH-03071,Allain,Hélène,M,1993-12-17,+33 3 24 91 19 77,vidalraymond@example.com,Cybersécurité,Vacataire,2018-05-30,Permanent
TEACH-03072,Baudry,Frédéric,M,1989-07-22,+33 (0)1 43 08 31 71,rdaniel@example.org,IA,Vacataire,2015-04-11,Vacataire
TEACH-03073,Charrier,Guy,F,1995-05-12,+33 (0)4 42 14 19 29,fabrezoe@example.org,Intelligence Artificielle,Vacataire,2010-07-14,Vacataire
TEACH-03074,Petit,Nicolas,M,1962-07-26,+33 (0)4 82 46 99 69,lenoirclaudine@example.org,Data Science,Professeur,2011-01-06,Permanent
TEACH-03075,Denis,Théophile,F,1973-01-23,+221771234567,,IA,Assistant?,2014-02-07,Vacataire
TEACH-03076,Samson,Léon,F,1991-03-04,+33 (0)4 15 03 97 06,iprevost@example.com,Python,Vacataire,2014-03-02,Vacataire
TEACH-03077,Michel,Susanne,M,1999-05-07,0473822441,fdubois@example.org,Cybersécurité,Maître Assistant,2024-01-04,Permanent
TEACH-03078,Bègue,Marcel,M,1977-08-23,+33 1 39 36 13 70,hguerin@example.net,Intelligence Artificielle,Professeur,2012-09-28,Permanent
TEACH-03079,Carre,Nicolas,F,1968-01-16,0320280371,alfred30@example.com,Cloud,Vacataire,2019-12-14,Vacataire
TEACH-03080,Hoarau,Christine,M,1996-11-22,+33 3 64 30 22 42,lorrainelemaitre@example.net,Cloud,Professeur,2011-10-28,Permanent
TEACH-03081,Gros,Patricia,F,1975-03-03,+33 1 70 60 01 47,legrandadrien@example.com,Data Science,Maître Assistant,2023-04-24,Permanent
TEACH-03082,Joubert,Margaux,M,1979-04-02,04 20 42 23 97,kpascal@example.net,IA,Assistant,2024-06-30,Permanent
TEACH-03083,Marion,Corinne,M,1968-08-13,02 40 50 99 34,denisguillon@example.com,Cybersécurité,Vacataire,2022-09-24,Vacataire
TEACH-03084,Dupuis,Simone,F,1996-02-15,77-123-45-67,,Data Science,Maître Assistant,2016-09-05,Permanent
TEACH-03085,Grégoire,Guillaume,M,1995-02-08,03 69 04 39 77,astridroy@example.net,IA,Vacataire,2010-03-22,Vacataire
TEACH-03086,Leclerc,Georges,M,1970-01-19,+33 2 52 03 29 48,laurent99@example.net,Base de données,Professeur,2018-11-01,Permanent
TEACH-03087,Leroy,Édouard,F,1995-02-10,0489863745,maggie91@example.org,Intelligence Artificielle,Maître Assistant,2023-05-02,Permanent
TEACH-03088,Seguin,Hortense,M,1988-09-14,05 64 30 82 79,pereiraremy@example.net,Base de données,Assistant,2025-05-20,Vacataire
TEACH-03089,Mercier,François,F,1986-05-31,05 56 90 46 64,noemi20@example.org,Intelligence Artificielle,Vacataire,2018-01-02,Vacataire
TEACH-03090,Joubert,Édouard,F,1993-08-04,+33 (0)2 99 56 21 33,morenolaure@example.net,IA,Vacataire,2015-05-18,Vacataire
TEACH-03091,Lacroix,Stéphanie,M,1967-04-20,03 27 80 29 79,dbouchet@example.com,Data Science,Professeur,2022-08-31,Vacataire
TEACH-03092,Vidal,Marcelle,F,1968-07-20,0474440511,delattretimothee@example.net,Cybersécurité,Professeur,2023-04-05,Vacataire
TEACH-03093,Cohen,Gabrielle,F,1993-07-27,0329580186,jourdanthierry@example.org,Intelligence Artificielle,Vacataire,2019-05-02,Permanent
TEACH-03094,Blanc,Matthieu,F,1970-09-02,0630530949,emmanuel74@example.net,Intelligence Artificielle,Professeur,2023-03-03,Vacataire
TEACH-03095,Faivre,Paul,F,1984-11-26,0534296868,vincentpichon@example.org,Cloud,Maître Assistant,2023-03-07,Vacataire
TEACH-03096,Robert,Susanne,M,1995-01-02,+33 (0)5 40 21 65 07,rcharpentier@example.org,Python,Assistant,2017-12-26,Permanent
TEACH-03097,Barbe,Michel,F,1997-08-24,03 58 73 57 29,petitnath@example.org,Python,Maître Assistant,2016-07-05,Permanent
TEACH-03098,Brun,Thierry,M,1962-12-19,+33 6 35 78 21 74,lemairediane@example.com,Python,Vacataire,2023-06-30,Permanent
TEACH-03099,Da Silva,Thomas,F,1967-08-25,+33 2 99 78 95 45,qfernandez@example.com,Base de données,Vacataire,2013-11-20,Vacataire
TEACH-03100,Maréchal,Jeannine,F,1971-08-24,04 58 63 79 56,blopez@example.net,Cybersécurité,Vacataire,2012-09-10,Permanent
TEACH-03101,Lopez,Alain,M,1985-03-28,+33 (0)5 63 58 10 41,jmartineau@example.net,Intelligence Artificielle,Professeur,2018-12-09,Vacataire
TEACH-03102,Martinez,David,M,1979-04-03,+33 (0)2 56 01 09 73,adrien89@example.org,Base de données,Maître Assistant,2024-09-09,Vacataire
TEACH-03103,Tessier,Françoise,F,1983-03-12,+33 (0)4 80 31 08 55,deschampsbernard@example.net,Base de données,Vacataire,2006-12-18,Permanent
TEACH-03104,Renaud,Pauline,M,1995-09-03,02 47 07 42 97,lenoirthierry@example.com,Intelligence Artificielle,Assistant,2015-03-25,Permanent
TEACH-03105,Rivière,William,F,2000-04-02,04 43 41 32 20,xbuisson@example.org,IA,Maître Assistant,2024-08-26,Permanent
TEACH-03106,Turpin,Martin,F,1960-10-30,07 77 96 84 06,gmartineau@example.net,Cloud,Assistant,2007-03-09,Permanent
TEACH-03107,Delannoy,Agnès,M,1975-03-08,+33 (0)3 59 43 15 05,henriettejacquet@example.org,Python,Vacataire,2013-02-15,Permanent
TEACH-03108,Gaillard,Aurore,M,1964-08-09,0476571465,sylvie86@example.com,Base de données,Assistant,2016-01-14,Permanent
TEACH-03109,Collet,Martin,M,1972-04-11,06 37 47 31 21,ppeltier@example.com,Cloud,Maître Assistant,2021-01-11,Vacataire
TEACH-03110,Leblanc,Alfred,M,1999-05-19,0390629973,vgodard@example.org,Cloud,Professeur,2015-01-14,Permanent
TEACH-03111,Delattre,Bernadette,M,1963-02-06,0472380997,michelefischer@example.com,Cybersécurité,Vacataire,2015-03-12,Permanent
TEACH-03112,Neveu,Adèle,F,1972-06-06,+33 3 57 34 46 14,mercieradrienne@example.org,Intelligence Artificielle,Vacataire,2018-02-04,Permanent
TEACH-03113,Lopez,Honoré,M,1979-01-29,+33 5 46 50 79 83,monnieranne@example.org,Intelligence Artificielle,Professeur,2013-10-07,Permanent
TEACH-03114,Chrétien,Richard,F,1973-09-05,+33 4 97 76 74 26,alexandria48@example.com,Base de données,Vacataire,2021-02-22,Vacataire
TEACH-03115,Menard,Manon,M,1981-09-08,+33 5 96 39 86 70,paulette63@example.net,Base de données,Assistant,2022-03-22,Vacataire
TEACH-03116,Léger,Benoît,M,1990-04-25,+33 (0)1 48 23 34 73,pireslaetitia@example.org,Intelligence Artificielle,Vacataire,2011-10-03,Vacataire
TEACH-03117,Hamel,Élise,M,1985-02-23,+33 1 76 11 10 88,martelclaude@example.net,IA,Vacataire,2025-07-16,Permanent
TEACH-03118,Costa,Margot,M,1987-06-15,+33 (0)2 50 63 35 18,dupuisnicole@example.org,IA,Assistant,2019-03-13,Vacataire
TEACH-03119,Delannoy,Adélaïde,M,1963-12-13,+33 5 55 81 21 71,mathieumargot@example.com,Cloud,Professeur,2009-01-03,Permanent
TEACH-03120,Lecomte,Marianne,M,1977-09-12,0517197354,mdelahaye@example.org,Cloud,Assistant,2008-05-10,Vacataire
TEACH-03121,Rivière,Maggie,F,1982-04-23,+33 1 30 85 63 44,louispasquier@example.net,Python,Professeur,2024-09-21,Permanent
TEACH-03122,Delorme,Bertrand,M,1963-01-07,+33 4 58 44 06 12,marthe03@example.net,Python,Assistant,2012-05-16,Vacataire
TEACH-03123,Ferreira,Claudine,F,1998-09-05,03 59 30 96 27,thomasgros@example.org,Python,Maître Assistant,2019-11-19,Vacataire
TEACH-03124,Joubert,Renée,F,1984-04-14,03 72 75 54 73,sebastien61@example.com,Data Science,Professeur,2014-07-09,Vacataire
TEACH-03125,Lefort,Nicole,M,1964-09-21,771234567,,Intelligence Artificielle,Prof,2024-04-06,Permanent
TEACH-03126,Jacques,Valérie,M,1998-04-11,+33 (0)2 35 48 97 98,eleonoregros@example.net,Cybersécurité,Assistant,2017-04-15,Vacataire
TEACH-03127,Blot,Franck,F,1994-04-18,0430295258,zachariehenry@example.net,Base de données,Assistant,2016-02-04,Permanent
TEACH-03128,Guillon,Paulette,F,1983-12-03,04 78 00 41 39,guerinodette@example.com,Cloud,Maître Assistant,2022-06-06,Vacataire
TEACH-03129,Delaunay,Henri,F,1975-01-13,+33 (0)3 29 23 76 24,lesageemmanuel@example.net,IA,Maître Assistant,2017-08-07,Vacataire
TEACH-03130,Gérard,René,M,1995-02-16,+33 (0)3 20 36 23 07,bouvetastrid@example.org,IA,Vacataire,2011-10-04,Vacataire
TEACH-03131,Maréchal,Stéphane,M,1979-04-19,0379660913,efernandes@example.org,Cybersécurité,Vacataire,2024-09-02,Vacataire
TEACH-03132,Huet,Sylvie,F,1972-02-23,0532216020,anne08@example.com,Cloud,Maître Assistant,2013-02-13,Permanent
TEACH-03133,Rey,Diane,F,1962-03-16,0256162808,lucie75@example.org,Python,Assistant,2020-09-09,Vacataire
TEACH-03134,Pons,Arnaude,M,1990-06-20,+33 (0)1 48 30 92 88,girardnoemi@example.com,Intelligence Artificielle,Assistant,2024-06-24,Vacataire
TEACH-03135,Bernard,Jules,M,1973-07-31,05 08 99 42 41,renetexier@example.org,Cloud,Assistant,2022-11-28,Permanent
TEACH-03136,Devaux,Christine,F,1973-04-12,04 57 74 23 31,de-sousaemile@example.com,Cybersécurité,Assistant,2019-09-05,Permanent
TEACH-03137,Martins,Manon,M,1985-08-05,+33 6 30 26 01 17,francoise73@example.com,Base de données,Assistant,2023-02-14,Permanent
TEACH-03138,Vallet,Diane,M,1973-01-10,01 49 32 22 62,olucas@example.com,Python,Maître Assistant,2016-09-14,Vacataire
TEACH-03139,Lemonnier,Odette,M,1989-12-15,03 87 19 51 47,josephine57@example.com,Python,Professeur,2022-04-04,Permanent
TEACH-03140,Lévy,Maryse,M,1972-04-10,0635930969,marchandhonore@example.com,IA,Assistant,2021-08-24,Permanent
TEACH-03141,Gomes,Benoît,F,1992-05-20,0249556695,anouk37@example.org,Intelligence Artificielle,Maître Assistant,2019-02-02,Permanent
TEACH-03142,Chauvin,Margaret,F,1970-06-15,03 83 33 44 86,joseph03@example.net,IA,Vacataire,2021-10-02,Permanent
TEACH-03143,Colas,Isaac,M,2001-01-18,+33 3 65 64 40 50,raymondlebreton@example.net,Python,Vacataire,2013-10-23,Permanent
TEACH-03144,Blin,Célina,M,1991-11-07,+33 3 51 76 55 61,lenoirmonique@example.com,Base de données,Professeur,2025-01-02,Vacataire
TEACH-03145,Weiss,Honoré,M,1987-01-15,02 52 34 57 10,sabine26@example.net,Cybersécurité,Professeur,2009-09-19,Permanent
TEACH-03146,De Oliveira,Cécile,F,1970-03-22,77-123-45-67,,IA,Professeur Senior,2008-01-25,Vacataire
TEACH-03147,Salmon,Lucy,F,1984-05-11,+33 (0)2 85 30 56 13,reneemarty@example.org,Cybersécurité,Assistant,2012-08-25,Permanent
